,CDL_FLAG,CONDITION_CODE,EQUIP_PROB_CODE,FAULT_FLAG,INJ_SEVER_CODE,PERSON_ID,PERSON_TYPE,REPORT_NO,SAF_EQUIP_CODE,SEX_CODE,VEHICLE_ID,COLLISION_TYPE_CODE,C_M_ZONE_FLAG,JUNCTION_CODE,LANE_CODE,LIGHT_CODE,RD_COND_CODE,RD_DIV_CODE,SURF_COND_CODE,WEATHER_CODE,AREA_DAMAGED_CODE_MAIN,BODY_TYPE_CODE,DAMAGE_CODE,HIT_AND_RUN_FLAG,MOVEMENT_CODE,TIME,AGE
47075,N,Apparently Normal,No Misuse,N,Possible Incapacitating Injury,2a4bebee-c1b9-4cfc-afcd-b6d746c1cd75,D,MCP2677000D,Shoulder/Lap Belt(s),M,6a15ea84-b73d-4b4a-86d9-38d3d8dbb79f,Single Vehicle ,N,Intersection,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Dry,Clear,Eleven o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-11-20 21:50,17
19869,N,Apparently Normal,No Misuse,N,No Injury,b4f9eb65-31ab-484e-b92b-0c00f7f01e43,D,DA3801000X,Shoulder/Lap Belt(s),F,84dceb3a-d7f8-42a2-8465-de1b1afd2dbd,Angle Meets Right Turn,N,Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,(Sport) Utility Vehicle,Superficial,N,Moving Constant Speed,2015-09-27 12:52,25
28461,N,Physical Defects,No Misuse,N,Incapacitating/Disabled Injury,15f8801c-53c8-4933-a9b8-d57f68031239,D,ADI945000X,Shoulder/Lap Belt(s),M,f2b404b9-3c04-459e-9cf1-ce01ff3f7006,Same Movement Angle,N,Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Ten o'clock,Passenger Car,Disabling,N,Making Right Turn,2015-12-06 4:41,57
33085,N,Apparently Normal,No Misuse,Y,No Injury,25faa58d-5b59-483a-9c90-269d345a13ff,D,MCP28920017,Shoulder/Lap Belt(s),M,b87a5bc1-0084-4e0d-9dd9-85cfdb8c20ff,Same Direction Rear End,N,Intersection Related,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Accelerating,2015-10-23 9:14,63
47378,N,Fatigued Fainted,No Misuse,Y,Possible Incapacitating Injury,d5b6768b-558f-49ca-a4e6-dfdcc8d80930,D,CB5458000N,Shoulder/Lap Belt(s),M,2a6b039a-29fe-4363-a488-a71f08b02324,Single Vehicle ,N,Non Intersection,Acceleration Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Raining,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-12-24 17:30,70
23846,N,Apparently Normal,No Misuse,Y,No Injury,6add0645-8f93-49e2-ab46-15f0601f2b47,D,MSP5763003F,Shoulder/Lap Belt(s),M,41db5ea8-b1e1-43d3-8c7a-a1e9e49fab79,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015-07-12 17:55,28
40079,N,Ill,No Misuse,Y,Possible Incapacitating Injury,21a4dca0-f5c6-4327-a568-f9a5a9bf3f18,D,AC2079000R,Lap Belt Only,F,bee71cdb-d725-4274-b77a-48d7023da732,Angle Meets Right Turn,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Two o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-12-07 8:58,27
26513,N,Apparently Normal,No Misuse,N,No Injury,9c6ea862-d13d-4500-adff-f6b33246a45f,D,ZK0208000D,Shoulder/Lap Belt(s),M,d7190b07-9124-4b2a-a432-febf2a36ae1d,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Pickup Truck,Disabling,N,Moving Constant Speed,2015-09-30 2:56,79
28443,N,Apparently Normal,No Misuse,Y,No Injury,f52b41ce-0b11-42cd-9a8c-b768102b1cd6,D,ADI8790028,Shoulder/Lap Belt(s),M,06fa3da7-96c0-4f74-a93d-8ea79cf29602,Head On Left Turn,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Raining,Two o'clock,Passenger Car,Functional,N,Making Left Turn,2015-10-01 16:45,27
28873,N,Apparently Normal,No Misuse,Y,No Injury,8d9db2f0-44a5-4af2-bd04-3f4324ac2b3b,D,ADJ678000S,Shoulder/Lap Belt(s),F,fad5f0a4-2f6f-459c-8397-1703c0aaaa4f,Single Vehicle ,N,Non Intersection,Left Turn Lane,Daylight,No Defects,One-way Trafficway,Dry,Clear,Twelve o'clock,Passenger Car,Superficial,N,Moving Constant Speed,2015-10-07 16:35,48
26063,Y,Apparently Normal,No Misuse,N,No Injury,c3c91288-f9ea-4843-844e-09560f93ea72,D,MSP6052004Q,Shoulder/Lap Belt(s),M,55202145-912d-4ef1-a852-4a3f6f9e08c1,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,Pickup Truck,Functional,N,Stopped in Traffic Lane,2015-09-11 15:53,50
26134,N,Apparently Normal,No Misuse,N,No Injury,c12b597b-dcf4-4e25-a400-42f8a325ef3d,D,MSP6108001T,Shoulder/Lap Belt(s),M,efedfdc6-932a-4901-8cfc-74d043895f68,Same Direction Sideswipe,N,Non Intersection,Left Turn Lane,Dark No Lights,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Ten o'clock,Passenger Car,Superficial,N,Moving Constant Speed,2015-08-02 21:31,41
26774,Y,Apparently Normal,No Misuse,Y,Possible Incapacitating Injury,9b66d47a-f8ab-4328-98c3-912149af32a9,D,MSP5423000W,Shoulder/Lap Belt(s),M,fe6c741a-6355-49e5-8e28-d397ce29e2ac,Same Direction Rear End,Y,Non Intersection,Left Turn Lane,Dark No Lights,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Raining,Twelve o'clock,Truck Tractor,Disabling,N,Moving Constant Speed,2015-07-09 0:59,40
47281,N,Had Been Drinking,No Misuse,Y,No Injury,612b2ea9-6e2b-4cda-b8d3-ddc71c8b4e6f,D,MSP6499000Q,Shoulder/Lap Belt(s),M,d7cc07c1-9a69-4d55-9b04-1a00d37c952b,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-10-04 22:00,22
35664,N,Apparently Normal,No Misuse,N,No Injury,618aa277-f95e-4daa-8a3d-84ea814afb16,D,MSP6367007R,Shoulder/Lap Belt(s),M,bed937d4-005f-4d84-b1fc-b5f24ff032a7,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Disabling,N,Stopped in Traffic Lane,2015-12-22 19:22,57
24917,N,Apparently Normal,No Misuse,N,No Injury,80f372f7-1619-480c-9664-d5a9010e3674,D,AE4696001M,Shoulder/Lap Belt(s),M,0738c2c6-698b-4530-9db5-439cd482f1a3,Same Movement Angle,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-08-23 19:35,20
30423,N,Apparently Normal,No Misuse,Y,No Injury,e29b7a52-9bdc-4dcb-8b1e-6924e8b1dc63,D,BK02410017,Shoulder/Lap Belt(s),M,24f7f8a0-47b5-41ab-b2b4-05573efee9d5,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Dawn,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-10-08 6:20,28
39922,N,Apparently Normal,No Misuse,N,No Injury,c012a849-540f-4038-b5f8-5f0f8aa5c151,D,AC16970015,Shoulder/Lap Belt(s),M,5c3d650c-6d44-4c7b-95f4-91cf96c393d6,Same Direction Rear End,N,Intersection Related,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,(Sport) Utility Vehicle,Functional,N,Stopped in Traffic Lane,2015-10-09 17:09,45
32396,N,Apparently Normal,No Misuse,Y,No Injury,6f597ff9-6bc3-49c5-8848-98f997d8886c,D,MCP1550001P,Shoulder/Lap Belt(s),F,667659f1-47db-4291-bbe8-cfc51ced70cf,Same Direction Rear End,N,Intersection,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Cloudy,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-12-09 20:00,23
20141,N,Apparently Normal,No Misuse,N,No Injury,313f88ff-ee88-49d7-94da-b4ba61eabc0d,D,DE2184000Y,Shoulder/Lap Belt(s),M,c7a5663e-263c-45ec-a2c1-4a20484ccd14,Head On Left Turn,N,Intersection,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015-07-27 0:49,38
1872,N,Apparently Normal,No Misuse,Y,No Injury,21a607aa-45fa-4864-bd50-edeaaa4d6cf3,D,DA26600002,Shoulder/Lap Belt(s),F,9863df70-714e-4d6a-89a1-d9febfda7537,Head On,N,Non Intersection,Acceleration Lane,Daylight,Foreign Material,"Two-way, Divided, Positive Median Barrier",Ice,Clear,Twelve o'clock,Passenger Car,Disabling,N,Changing Lanes,2015-02-24 10:34,32
17738,N,Apparently Normal,No Misuse,N,No Injury,54a42f0a-516a-46c2-811f-2036f426be20,D,AC1607000Z,Shoulder/Lap Belt(s),M,17627e81-43d3-46d7-9cb4-bb283ca8bb25,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Dry,Clear,Six o'clock,(Sport) Utility Vehicle,Functional,N,Slowing or Stopping,2015-08-14 18:50,58
45283,N,Apparently Normal,No Misuse,Y,No Injury,1e3e0751-2dfa-4570-82d8-3528e9fde593,D,MSP6044002T,Shoulder/Lap Belt(s),M,df31265d-bd34-4265-ac6a-a6b4d65f348e,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-12-08 6:01,27
44360,N,Apparently Normal,No Misuse,N,No Injury,1fef13c2-bf79-4cd6-9263-6727b8a0dd00,D,MCP2818001C,Shoulder/Lap Belt(s),M,0727df4a-8e3b-4267-a859-c3efc9739982,Same Direction Rear End,N,Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,(Sport) Utility Vehicle,Superficial,N,Slowing or Stopping,2015-11-25 18:25,19
5539,N,Apparently Normal,No Misuse,N,No Injury,7c72e5a4-2a05-4ca8-a81a-2b071c5b0bd0,D,CE41520002,Shoulder/Lap Belt(s),M,770bfecc-2285-4b6d-b4df-8eedb025e5ed,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Daylight,No Defects,One-way Trafficway,Dry,Clear,Six o'clock,Passenger Car,Superficial,N,Stopped in Traffic Lane,2015-01-09 13:37,72
16913,N,Apparently Normal,No Misuse,Y,No Injury,3b1bde9a-6f0e-412a-b7e7-5227468e6f24,D,MSP64750006,Shoulder/Lap Belt(s),M,99baa61a-71ee-4400-a0ce-599b99cacca6,Single Vehicle ,N,Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-06-09 23:28,18
27122,N,Apparently Normal,No Misuse,Y,Possible Incapacitating Injury,5a309ed0-ce27-4ab2-8b2e-38aef67f1244,D,AB45180050,Shoulder/Lap Belt(s),M,53a33683-e802-420b-9918-d7a6cd08ee29,Same Movement Angle,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Making Left Turn,2015-11-11 15:23,30
9147,N,Apparently Normal,No Misuse,N,No Injury,2fd188e1-a7a4-48ff-ba26-a3f68bb3c3aa,D,ADI047000D,Shoulder/Lap Belt(s),F,c89aa1f1-2a08-451e-bc6c-a97f8b89b58d,Head On Left Turn,N,Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Raining,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-06-08 20:34,31
18099,N,Apparently Normal,No Misuse,N,No Injury,f141c33b-56e7-460e-ab29-8ba8a437b1ec,D,ADH150000X,Shoulder/Lap Belt(s),F,4d050274-2b3f-46f8-969a-fee97816162e,Same Movement Angle,N,Intersection,Right Turn Lane,Dark Lights On,No Defects,One-way Trafficway,Dry,Clear,One o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-07-05 1:53,42
24316,N,Apparently Normal,No Misuse,N,No Injury,c9643d4d-8c52-4143-90a0-4445eeec9eb8,D,AC18660022,Shoulder/Lap Belt(s),M,f44c924b-52c6-4ad0-ba26-556762a6646b,Same Direction Rear End,N,Intersection Related,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Functional,N,Slowing or Stopping,2015-09-13 18:11,53
27690,N,Apparently Normal,No Misuse,N,No Injury,0de27f3e-d0ad-4a31-a5d2-5a7ae78ea350,D,AC1921001M,Shoulder/Lap Belt(s),F,bdd27a0d-7fca-4630-8e13-5a5f64983985,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,(Sport) Utility Vehicle,Superficial,N,Slowing or Stopping,2015-11-28 11:36,29
20651,N,Apparently Normal,No Misuse,Y,No Injury,3cdbd9e2-3a2a-49ab-ae39-55317441e0ae,D,MDTA0606000F,Shoulder/Lap Belt(s),M,9be69c96-741e-48bf-8582-4c8d8a21cd0a,Same Direction Rear End,N,Non Intersection,Acceleration Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Pickup Truck,Destroyed,N,Slowing or Stopping,2015-07-31 7:30,36
8682,N,Apparently Normal,No Misuse,N,No Injury,2dad2ea6-89ee-49d6-9c28-810c90069e2b,D,AC15030019,Shoulder/Lap Belt(s),M,d86ac7b7-7c3d-4d2e-9308-7426aa2213d1,Same Direction Rear End,N,Intersection Related,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Five o'clock,Pickup Truck,Functional,N,Stopped in Traffic Lane,2015-04-17 16:27,66
16578,N,Apparently Normal,No Misuse,N,No Injury,0958d0a6-263d-41d4-a4c0-527d64c4aa50,D,MSP5862002Q,Shoulder/Lap Belt(s),M,ab0c33d6-d1ed-4fe1-81e5-b0da41d92eff,Single Vehicle ,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Destroyed,N,Moving Constant Speed,2015-05-19 16:59,28
24874,N,Apparently Normal,No Misuse,N,No Injury,0b0d8ef7-55c5-4fd9-9099-809ba1f71656,D,AE4052000K,Shoulder/Lap Belt(s),M,dabb09a9-4279-4188-b918-e592bcb592c7,Same Direction Rear End Left Turn,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Wet,Raining,Six o'clock,Passenger Car,Disabling,N,Making Left Turn,2015-09-12 14:59,72
11582,N,Apparently Normal,No Misuse,N,No Injury,da4783b7-591f-48f7-ab9a-25ea2dde7987,D,MSP4750001K,Shoulder/Lap Belt(s),M,ff0933ac-dc59-4915-9dd9-0035c0272e0e,Same Movement Angle,N,Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Recreational Vehicle,Functional,N,Moving Constant Speed,2015-06-05 21:49,18
42332,N,Apparently Normal,No Misuse,N,No Injury,01ecab31-48d3-46f7-b706-19078add4e39,D,ADJ2580012,Shoulder/Lap Belt(s),M,3bce0a7d-a174-41b9-ac7a-a4be79c65b17,Same Direction Rear End,N,Intersection Related,Acceleration Lane,Dusk,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Raining,Six o'clock,Passenger Car,Superficial,N,Stopped in Traffic Lane,2015-11-19 16:05,40
25475,N,Apparently Normal,No Misuse,N,No Injury,59cf790a-761e-4b1a-945c-7fc4a75a0fcd,D,DE41270014,Shoulder/Lap Belt(s),M,23913b3b-a9ec-4a4f-a4a6-48e3d1c61f40,Same Direction Sideswipe,N,Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Eleven o'clock,Passenger Car,Disabling,N,Accelerating,2015-09-14 15:45,34
14103,N,Apparently Normal,No Misuse,N,No Injury,4a3e80e7-b9ec-4484-b2b0-b7389f36fd88,D,AE3788002H,Shoulder/Lap Belt(s),M,ee43f7f3-be9a-4533-9f46-6a67f7072a32,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Wet,Cloudy,Six o'clock,Passenger Car,Functional,N,Slowing or Stopping,2015-05-21 15:39,67
33020,N,Apparently Normal,No Misuse,N,No Injury,4799798f-cc99-46ad-81bf-751107956b7d,D,MCP28440015,Shoulder/Lap Belt(s),F,a9bcee66-c2ad-4969-9e75-9443bc931b9a,Single Vehicle ,N,Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015-11-04 18:45,55
47054,N,Apparently Normal,No Misuse,Y,Possible Incapacitating Injury,e78abadf-a7fb-4c22-a04a-45b3ab357baa,D,HM0116000G,Shoulder/Lap Belt(s),M,0aa8aa96-61ff-4603-9ef7-f226c61656fc,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Wet,Raining,Roof Top,(Sport) Utility Vehicle,Destroyed,N,Moving Constant Speed,2015-10-28 15:23,18
736,N,Apparently Normal,No Misuse,N,No Injury,2b6fcc9e-8266-4870-a869-7cb3efc84fc5,D,ADJ0470006,Shoulder/Lap Belt(s),M,e26155c7-7f39-4aec-a8fa-e04fb5f000c4,Same Direction Left Turn,N,Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Dry,Clear,One o'clock,Passenger Car,No Damage,N,Moving Constant Speed,2015-02-13 17:15,32
383,N,Apparently Normal,No Misuse,Y,No Injury,ea88c07b-aa60-4494-b884-8f941ea69ef7,D,ADD721001G,Shoulder/Lap Belt(s),M,4e9ef3ef-d87d-41b9-a3a8-06ae532f831b,Head On Left Turn,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Police Vehicle/Non Emergency,Superficial,N,Making Left Turn,2015-03-24 8:04,26
41638,N,Apparently Normal,No Misuse,Y,No Injury,c31b516b-75a6-4a6c-a34b-f94f0644acb9,D,MCP2792000R,Shoulder/Lap Belt(s),M,58206b78-c00b-4d8e-ac5b-44468da08c6a,Angle Meets Left Turn Head On,N,Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Wet,Raining,Seven o'clock,Passenger Car,Functional,N,Starting From Lane,2015-12-23 17:56,24
32030,N,Apparently Normal,No Misuse,N,No Injury,fa39f5ef-ebf8-4684-8240-c934f69332b4,D,EC00300004,Shoulder/Lap Belt(s),F,fc4cc5e8-e148-4d41-84d5-719f861b4ffe,Same Direction Sideswipe,N,Non Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Dry,Cloudy,One o'clock,Pickup Truck,Superficial,N,Parking  ,2015-10-21 16:51,26
43,N,Apparently Normal,No Misuse,Y,No Injury,23f0a05f-82b2-41a5-81a7-53ccedf45d4a,D,DA36080001,Shoulder/Lap Belt(s),M,0f04ff59-cbed-43f3-9eea-5fdadb17a477,Same Movement Angle,N,Intersection Related,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Wet,Raining,Twelve o'clock,Passenger Car,Destroyed,N,Accelerating,2015-02-09 17:00,20
33034,N,Apparently Normal,No Misuse,N,No Injury,1c6f7269-62be-4e6e-9f19-5eb084ed1e86,D,MCP2846001D,Shoulder/Lap Belt(s),M,71076725-66b1-4d8d-8b4e-cf4f9a1e9fb6,Angle Meets Left Turn,N,Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Eleven o'clock,Passenger Car,Disabling,N,Slowing or Stopping,2015-11-24 15:26,30
40052,N,Using Drugs,No Misuse,Y,Incapacitating/Disabled Injury,47125e23-0ebb-4f02-ab0b-4758bd1e567f,D,AE56450042,Shoulder/Lap Belt(s),F,dda984c3-985b-46bf-9d01-5a2f3603e981,Same Direction Rear End,N,Non Intersection,Acceleration Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,(Sport) Utility Vehicle,Destroyed,N,Skidding,2015-11-17 21:05,30
29977,N,Apparently Normal,No Misuse,Y,Possible Incapacitating Injury,09b3ddd5-ba86-4734-a920-c0c893a48364,D,AE54950013,Shoulder/Lap Belt(s),F,9e3da46f-befd-46f2-9f25-a9e2d46e2c08,Same Movement Angle,N,Intersection Related,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Wet,Clear,Ten o'clock,(Sport) Utility Vehicle,Disabling,N,Moving Constant Speed,2015-12-25 9:46,68
11614,N,Apparently Normal,No Misuse,Y,No Injury,a1b55fa2-7018-4528-82f6-23d01334a9f2,D,MSP5082002J,Shoulder/Lap Belt(s),F,0803db29-f429-4d02-84b2-cba7dbd3f0e7,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-06-08 16:04,31
46271,N,Apparently Normal,No Misuse,N,Non-incapacitating Injury,8efcb707-02d3-4ee1-b1d8-41f7cfa45b84,D,MSP6589000L,Shoulder/Lap Belt(s),M,4949e689-6ca2-4347-86ea-a8704b0e3cf1,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Destroyed,N,Slowing or Stopping,2015-10-05 14:42,56
22241,Y,Apparently Normal,No Misuse,N,No Injury,5c406e1e-5fd4-45ea-9bbd-eb62e31c775f,D,AE4965000D,Shoulder/Lap Belt(s),M,cc2ccd97-e2a6-47a0-99c4-8e5e4e81aa29,Head On Left Turn,N,Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Clear,Twelve o'clock,Truck Tractor,Functional,N,Moving Constant Speed,2015-09-01 11:20,48
2446,N,Apparently Normal,No Misuse,N,No Injury,ed57dd10-bf3a-49dd-82bf-b22758d6f0c3,D,MCP2016000H,Shoulder/Lap Belt(s),F,6b7bf3cb-f866-4020-a359-ddfc7ae203d6,Same Direction Rear End,N,Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Functional,N,Slowing or Stopping,2015-03-31 9:30,42
22191,N,Apparently Normal,No Misuse,Y,Non-incapacitating Injury,c108d100-e728-4ebd-8c26-5c03c34e3ccf,D,ADJ454000K,Shoulder/Lap Belt(s),F,0792f441-01bd-4c5f-8286-04049491a46f,Same Movement Angle,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Clear,Ten o'clock,Passenger Car,Disabling,N,Making Left Turn,2015-07-05 15:38,57
41231,N,Apparently Normal,No Misuse,Y,No Injury,e66fc3f8-9531-4909-aef3-c2986518db43,D,DA3821000W,Shoulder/Lap Belt(s),M,636b976b-5329-4095-aba3-70f612494e39,Head On Left Turn,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Wet,Raining,Two o'clock,Passenger Car,Functional,N,Making Left Turn,2015-12-02 12:08,22
20820,N,Apparently Normal,No Misuse,N,No Injury,61d6c6e3-faee-4433-a91b-f61d50dbcc4f,D,MSP5163002R,Shoulder/Lap Belt(s),M,8f7f410f-7f19-4f6e-8d78-b0d38e76e2d4,Same Direction Sideswipe,N,Non Intersection,Left Turn Lane,Dark No Lights,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Cloudy,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-07-25 0:18,35
39019,N,Apparently Normal,No Misuse,Y,Possible Incapacitating Injury,9fa505d9-8339-492b-81d3-5e36478ca869,D,DA3805000T,Shoulder/Lap Belt(s),F,758fa79e-b7d6-48c6-bbb7-e44fe73232a8,Same Movement Angle,N,Intersection Related,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Cloudy,Twelve o'clock,Passenger Car,Disabling,N,Starting From Lane,2015-12-27 11:56,55
28627,N,Apparently Normal,No Misuse,N,No Injury,2f17d878-0c16-4c24-9fb9-9b45314db654,D,ADJ310000T,Shoulder/Lap Belt(s),F,2fced3cc-8617-42da-818d-ee3942e1624a,Same Movement Angle,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Eleven o'clock,Passenger Car,Superficial,N,Moving Constant Speed,2015-12-31 15:30,59
5579,N,Apparently Normal,No Misuse,N,No Injury,526e8c47-6477-4624-8d9a-33ae1df7bf34,D,ADG9000005,Shoulder/Lap Belt(s),M,665e8c05-9f6f-44cb-80f4-ef6c1c1914e6,Same Movement Angle,N,Residential Driveway,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Clear,Eight o'clock,"Cargo Van/Light Truck 2 axles (10,000 lbs (4,536 kg) or less)",Functional,N,Moving Constant Speed,2015-03-29 11:25,57
26407,N,Apparently Normal,No Misuse,N,No Injury,636915e4-9c12-40b9-8545-88e58177c3a1,D,MSP65930007,Shoulder/Lap Belt(s),M,d6d09f45-d438-4715-a4cf-37afe8a90b0f,Same Direction Left Turn,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-08-17 18:12,24
45000,N,Apparently Normal,No Misuse,Y,No Injury,81102d08-632e-4f8b-b0d3-532c035880e7,D,MSP5702001N,Shoulder/Lap Belt(s),M,d3792c6d-3aa8-4faa-8df2-924fec6d2fb2,Single Vehicle ,N,Crossover Related,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Clear,Twelve o'clock,Passenger Car,Disabling,N,Making Left Turn,2015-10-02 22:58,67
40378,N,Apparently Normal,No Misuse,N,No Injury,d249272a-f653-4d23-b893-8874177af9a7,D,ADJ4470018,Shoulder/Lap Belt(s),M,07bd2f73-53c4-4a51-b590-b424470bbb89,Same Direction Rear End,N,Intersection,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Clear,Six o'clock,Passenger Car,Functional,N,Starting From Lane,2015-10-30 20:25,44
